settlement_date,scenario,forecast_selection_objective_gbp,realised_wholesale_margin_gbp,acceptance_calibrated_ancillary_gbp,acceptance_calibrated_total_gbp,stage11_perfect_information_total_gbp,reserve_aware_wholesale_only_gbp,offered_mw_hours,acceptance_calibrated_expected_accepted_mw_hours,price_eligible_offer_pct,mean_predicted_acceptance_pct,contract_rows,mean_reserve_corridor_width_mwh,baseline_forecast_wholesale_value_gbp
2026-06-23 00:00:00,bm_eligible,5239.0121538868825,21514.46698482708,5269.708402637792,26784.17538746487,41999.20638488712,28196.93309020429,600.0,296.5821052795286,100.0,51.618153108343634,14,116.57759008581888,2653.126932871369
2026-06-25,non_bm,7921.552605423655,942.6433333818646,4559.056395249676,5501.699728631541,12232.359982510538,1001.6890915974705,599.5,299.4463395902459,100.0,48.65966661583304,14,109.4641495547801,4668.914238081741
2026-06-25,bm_eligible,8871.04890987999,1160.7907525884862,4499.641261013514,5660.432013602,13099.49521888321,1001.6890915974705,600.0,301.46881573494335,100.0,51.71572761537727,29,109.4641495547801,4668.914238081741
2026-06-26,non_bm,7508.198081019244,1928.2289040843032,6801.998067267392,8730.226971351694,15890.748131768349,4612.727426137788,600.0,300.8424022028692,96.55172413793103,53.30134962059606,29,113.87395636424236,3916.5020033761552
2026-06-26,bm_eligible,7509.203592316334,1928.228904084305,6762.019516497077,8690.248420581382,16495.076215036544,4612.727426137788,600.0,283.21621750970905,96.55172413793103,52.73149635436043,29,113.87395636424236,3916.5020033761552
2026-06-27,non_bm,8192.383184853761,5337.827084215416,3126.663032214628,8464.490116430045,17567.604344696807,5730.777659863996,599.5,268.2264443643243,79.3103448275862,50.084468497503046,29,104.17757265663602,3822.094150898476
2026-06-27,bm_eligible,8195.48669809765,5337.827084215413,3126.5685851169324,8464.395669332345,17567.604344696807,5730.777659863996,599.5,248.54354875807468,79.3103448275862,51.662613044376094,29,104.17757265663602,3822.094150898476
2026-06-28,non_bm,7170.450100328189,12333.94277505459,2895.707629493093,15229.650404547683,26212.303281552628,12528.379772109198,600.0,291.68931032298184,87.87878787878788,50.6967275161318,33,101.24586431845815,4065.85815264805
2026-06-28,bm_eligible,7173.000165450316,12333.94277505458,2872.8194242568075,15206.762199311388,26366.104034231103,12528.379772109198,600.0,262.49259258616877,87.87878787878788,49.25156974663562,33,101.24586431845815,4065.85815264805
2026-06-29,non_bm,8138.3836529087675,3701.0952290875653,3069.0146019356625,6770.109831023228,12481.30707277067,4069.56893766046,595.0,262.34605892031266,100.0,46.7124293479112,21,112.5819708274707,5368.125486079561
