product,margin_bin,quantity_bin,orders,accepted_fraction_sum,sample_class,source_month
DRH,1:2,1:5,5,3.0,nonlooped_parent,202604
DRH,1:2,5:10,61,10.0,nonlooped_parent,202604
DRH,1:2,>25,258,48.0,nonlooped_parent,202604
DRH,2:5,0:1,16,15.0,nonlooped_parent,202604
DRH,2:5,10:25,650,67.0,nonlooped_parent,202604
DRH,2:5,1:5,20,3.0,nonlooped_parent,202604
DRH,2:5,5:10,124,21.0,nonlooped_parent,202604
DRH,2:5,>25,679,84.0,nonlooped_parent,202604
DRH,<-10,0:1,5,5.0,nonlooped_parent,202604
DRH,<-10,10:25,214,100.0,nonlooped_parent,202604
DRH,<-10,1:5,11,4.0,nonlooped_parent,202604
DRH,<-10,5:10,97,57.0,nonlooped_parent,202604
DRH,<-10,>25,156,35.0,nonlooped_parent,202604
DRH,>5,0:1,144,138.0,nonlooped_parent,202604
DRH,>5,10:25,3266,199.0,nonlooped_parent,202604
DRH,>5,1:5,119,21.0,nonlooped_parent,202604
DRH,>5,5:10,440,46.0,nonlooped_parent,202604
DRH,>5,>25,3687,233.0,nonlooped_parent,202604
DRL,-0.5:0,10:25,40,9.0,nonlooped_parent,202604
DRL,-0.5:0,1:5,8,4.0,nonlooped_parent,202604
DRL,-0.5:0,5:10,21,5.0,nonlooped_parent,202604
DRL,-0.5:0,>25,32,4.0,nonlooped_parent,202604
DRL,-10:-5,0:1,2,0.0,nonlooped_parent,202604
DRL,-10:-5,10:25,1017,264.0,nonlooped_parent,202604
DRL,-10:-5,1:5,43,23.0,nonlooped_parent,202604
DRL,-10:-5,5:10,507,135.0,nonlooped_parent,202604
DRL,-10:-5,>25,680,200.0,nonlooped_parent,202604
DRL,-1:-0.5,10:25,46,11.0,nonlooped_parent,202604
DRL,-1:-0.5,1:5,4,1.0,nonlooped_parent,202604
DRL,-1:-0.5,5:10,13,2.0,nonlooped_parent,202604
DRL,-1:-0.5,>25,31,4.0,nonlooped_parent,202604
DRL,-2:-1,0:1,1,0.0,nonlooped_parent,202604
DRL,-2:-1,10:25,100,23.0,nonlooped_parent,202604
DRL,-2:-1,1:5,7,2.0,nonlooped_parent,202604
DRL,-2:-1,5:10,48,8.0,nonlooped_parent,202604
DRL,-2:-1,>25,70,15.0,nonlooped_parent,202604
DRL,-5:-2,10:25,380,74.0,nonlooped_parent,202604
DRL,-5:-2,1:5,16,6.0,nonlooped_parent,202604
DRL,-5:-2,5:10,154,38.0,nonlooped_parent,202604
DRL,-5:-2,>25,274,73.0,nonlooped_parent,202604
DRL,0.5:1,10:25,41,7.0,nonlooped_parent,202604
DRL,0.5:1,1:5,4,1.0,nonlooped_parent,202604
DRL,0.5:1,5:10,26,5.0,nonlooped_parent,202604
DRL,0.5:1,>25,41,12.0,nonlooped_parent,202604
DRL,0:0.5,10:25,48,5.0,nonlooped_parent,202604
DRL,0:0.5,1:5,1,0.0,nonlooped_parent,202604
DRL,0:0.5,5:10,36,5.0,nonlooped_parent,202604
DRL,0:0.5,>25,32,8.0,nonlooped_parent,202604
DRL,1:2,0:1,2,0.0,nonlooped_parent,202604
DRL,1:2,10:25,60,10.0,nonlooped_parent,202604
DRL,1:2,1:5,15,0.0,nonlooped_parent,202604
DRL,1:2,5:10,46,6.0,nonlooped_parent,202604
DRL,1:2,>25,56,6.0,nonlooped_parent,202604
DRL,2:5,10:25,195,19.0,nonlooped_parent,202604
DRL,2:5,1:5,43,1.0,nonlooped_parent,202604
DRL,2:5,5:10,91,11.0,nonlooped_parent,202604
DRL,2:5,>25,169,15.0,nonlooped_parent,202604
DRL,<-10,0:1,7,4.0,nonlooped_parent,202604
DRL,<-10,10:25,2400,861.0,nonlooped_parent,202604
DRL,<-10,1:5,211,174.0,nonlooped_parent,202604
DRL,<-10,5:10,1436,511.0,nonlooped_parent,202604
DRL,<-10,>25,1787,550.0,nonlooped_parent,202604
DRL,>5,0:1,3,0.0,nonlooped_parent,202604
DRL,>5,10:25,534,19.0,nonlooped_parent,202604
DRL,>5,1:5,193,2.0,nonlooped_parent,202604
DRL,>5,5:10,225,14.0,nonlooped_parent,202604
DRL,>5,>25,421,9.0,nonlooped_parent,202604
NBR,-10:-5,1:5,10,6.0,nonlooped_parent,202604
NBR,-5:-2,1:5,4,4.0,nonlooped_parent,202604
NBR,0:0.5,0:1,192,5.0,nonlooped_parent,202604
NBR,0:0.5,1:5,2779,668.0,nonlooped_parent,202604
NBR,0:0.5,5:10,214,6.0,nonlooped_parent,202604
NBR,<-10,1:5,18,11.0,nonlooped_parent,202604
NQR,-0.5:0,0:1,71,33.0,nonlooped_parent,202604
NQR,-0.5:0,10:25,878,451.0,nonlooped_parent,202604
NQR,-0.5:0,1:5,160,69.0,nonlooped_parent,202604
NQR,-0.5:0,5:10,195,81.0,nonlooped_parent,202604
NQR,-0.5:0,>25,376,170.0,nonlooped_parent,202604
NQR,-10:-5,0:1,176,82.0,nonlooped_parent,202604
NQR,-10:-5,10:25,680,407.0,nonlooped_parent,202604
NQR,-10:-5,1:5,284,175.0,nonlooped_parent,202604
NQR,-10:-5,5:10,295,203.0,nonlooped_parent,202604
NQR,-10:-5,>25,148,82.0,nonlooped_parent,202604
NQR,-1:-0.5,0:1,267,116.0,nonlooped_parent,202604
NQR,-1:-0.5,10:25,307,190.0,nonlooped_parent,202604
NQR,-1:-0.5,1:5,371,274.0,nonlooped_parent,202604
NQR,-1:-0.5,5:10,89,53.0,nonlooped_parent,202604
NQR,-1:-0.5,>25,133,65.0,nonlooped_parent,202604
NQR,-2:-1,0:1,127,58.0,nonlooped_parent,202604
NQR,-2:-1,10:25,503,322.0,nonlooped_parent,202604
NQR,-2:-1,1:5,232,144.0,nonlooped_parent,202604
NQR,-2:-1,5:10,302,230.0,nonlooped_parent,202604
NQR,-2:-1,>25,112,49.0,nonlooped_parent,202604
NQR,-5:-2,0:1,176,61.0,nonlooped_parent,202604
NQR,-5:-2,10:25,626,281.0,nonlooped_parent,202604
NQR,-5:-2,1:5,306,151.0,nonlooped_parent,202604
NQR,-5:-2,5:10,145,75.0,nonlooped_parent,202604
NQR,-5:-2,>25,237,84.0,nonlooped_parent,202604
NQR,0.5:1,0:1,2,0.0,nonlooped_parent,202604
NQR,0.5:1,10:25,498,195.0,nonlooped_parent,202604
NQR,0.5:1,1:5,65,3.0,nonlooped_parent,202604
NQR,0.5:1,5:10,67,6.0,nonlooped_parent,202604
NQR,0.5:1,>25,314,121.0,nonlooped_parent,202604
NQR,0:0.5,0:1,172,62.0,nonlooped_parent,202604
NQR,0:0.5,10:25,331,191.0,nonlooped_parent,202604
NQR,0:0.5,1:5,273,182.0,nonlooped_parent,202604
NQR,0:0.5,5:10,61,12.0,nonlooped_parent,202604
NQR,0:0.5,>25,233,110.0,nonlooped_parent,202604
NQR,1:2,0:1,6,3.0,nonlooped_parent,202604
NQR,1:2,10:25,326,130.0,nonlooped_parent,202604
NQR,1:2,1:5,56,1.0,nonlooped_parent,202604
NQR,1:2,5:10,66,6.0,nonlooped_parent,202604
NQR,1:2,>25,333,58.0,nonlooped_parent,202604
NQR,2:5,0:1,37,7.0,nonlooped_parent,202604
NQR,2:5,10:25,1808,109.0,nonlooped_parent,202604
NQR,2:5,1:5,454,0.0,nonlooped_parent,202604
NQR,2:5,5:10,674,11.0,nonlooped_parent,202604
NQR,2:5,>25,1181,35.0,nonlooped_parent,202604
NQR,<-10,0:1,138,90.0,nonlooped_parent,202604
NQR,<-10,10:25,495,324.0,nonlooped_parent,202604
NQR,<-10,1:5,222,159.0,nonlooped_parent,202604
NQR,<-10,5:10,207,168.0,nonlooped_parent,202604
NQR,<-10,>25,92,60.0,nonlooped_parent,202604
NQR,>5,0:1,110,7.0,nonlooped_parent,202604
NQR,>5,10:25,7045,55.0,nonlooped_parent,202604
NQR,>5,1:5,2780,1.0,nonlooped_parent,202604
NQR,>5,5:10,4649,14.0,nonlooped_parent,202604
NQR,>5,>25,2762,8.0,nonlooped_parent,202604
NSR,-0.5:0,10:25,4,4.0,nonlooped_parent,202604
NSR,-0.5:0,>25,4,4.0,nonlooped_parent,202604
NSR,-10:-5,10:25,13,0.0,nonlooped_parent,202604
NSR,-10:-5,5:10,13,0.0,nonlooped_parent,202604
NSR,-2:-1,>25,2,2.0,nonlooped_parent,202604
NSR,-5:-2,10:25,4,4.0,nonlooped_parent,202604
NSR,-5:-2,>25,2,2.0,nonlooped_parent,202604
NSR,0.5:1,10:25,48,0.0,nonlooped_parent,202604
NSR,0:0.5,0:1,816,66.0,nonlooped_parent,202604
NSR,0:0.5,10:25,784,14.0,nonlooped_parent,202604
NSR,0:0.5,5:10,768,208.0,nonlooped_parent,202604
NSR,2:5,10:25,2,0.0,nonlooped_parent,202604
NSR,2:5,>25,1,0.0,nonlooped_parent,202604
NSR,<-10,10:25,3,0.0,nonlooped_parent,202604
NSR,<-10,5:10,3,0.0,nonlooped_parent,202604
NSR,>5,10:25,3502,0.0,nonlooped_parent,202604
NSR,>5,1:5,726,0.0,nonlooped_parent,202604
NSR,>5,>25,1103,0.0,nonlooped_parent,202604
PBR,-0.5:0,0:1,199,91.0,nonlooped_parent,202604
PBR,-0.5:0,10:25,530,347.0,nonlooped_parent,202604
PBR,-0.5:0,1:5,350,91.0,nonlooped_parent,202604
PBR,-0.5:0,5:10,508,252.0,nonlooped_parent,202604
PBR,-10:-5,0:1,331,208.0,nonlooped_parent,202604
PBR,-10:-5,10:25,966,654.0,nonlooped_parent,202604
PBR,-10:-5,1:5,400,139.0,nonlooped_parent,202604
PBR,-10:-5,5:10,354,184.0,nonlooped_parent,202604
PBR,-1:-0.5,0:1,122,35.0,nonlooped_parent,202604
PBR,-1:-0.5,10:25,621,479.0,nonlooped_parent,202604
PBR,-1:-0.5,1:5,211,103.0,nonlooped_parent,202604
PBR,-1:-0.5,5:10,431,245.0,nonlooped_parent,202604
PBR,-2:-1,0:1,775,321.0,nonlooped_parent,202604
PBR,-2:-1,10:25,2480,2010.0,nonlooped_parent,202604
PBR,-2:-1,1:5,648,263.0,nonlooped_parent,202604
PBR,-2:-1,5:10,930,506.0,nonlooped_parent,202604
PBR,-5:-2,0:1,1173,783.0,nonlooped_parent,202604
PBR,-5:-2,10:25,2791,1950.0,nonlooped_parent,202604
PBR,-5:-2,1:5,1612,476.0,nonlooped_parent,202604
PBR,-5:-2,5:10,1128,679.0,nonlooped_parent,202604
PBR,0.5:1,10:25,168,29.0,nonlooped_parent,202604
PBR,0.5:1,1:5,88,11.0,nonlooped_parent,202604
PBR,0.5:1,5:10,333,38.0,nonlooped_parent,202604
PBR,0:0.5,0:1,362,18.0,nonlooped_parent,202604
PBR,0:0.5,10:25,954,543.0,nonlooped_parent,202604
PBR,0:0.5,1:5,379,29.0,nonlooped_parent,202604
PBR,0:0.5,5:10,666,111.0,nonlooped_parent,202604
PBR,1:2,10:25,85,9.0,nonlooped_parent,202604
PBR,1:2,1:5,154,14.0,nonlooped_parent,202604
PBR,1:2,5:10,412,55.0,nonlooped_parent,202604
PBR,2:5,10:25,17,0.0,nonlooped_parent,202604
PBR,2:5,1:5,122,19.0,nonlooped_parent,202604
PBR,2:5,5:10,597,63.0,nonlooped_parent,202604
PBR,<-10,0:1,229,128.0,nonlooped_parent,202604
PBR,<-10,10:25,683,506.0,nonlooped_parent,202604
PBR,<-10,1:5,261,97.0,nonlooped_parent,202604
PBR,<-10,5:10,246,137.0,nonlooped_parent,202604
PBR,>5,1:5,9,0.0,nonlooped_parent,202604
PBR,>5,5:10,206,29.0,nonlooped_parent,202604
PQR,-0.5:0,0:1,257,130.0,nonlooped_parent,202604
PQR,-0.5:0,10:25,897,326.0,nonlooped_parent,202604
PQR,-0.5:0,1:5,370,179.0,nonlooped_parent,202604
PQR,-0.5:0,5:10,590,253.0,nonlooped_parent,202604
PQR,-0.5:0,>25,327,186.0,nonlooped_parent,202604
PQR,-10:-5,0:1,827,648.0,nonlooped_parent,202604
PQR,-10:-5,10:25,1949,1188.0,nonlooped_parent,202604
PQR,-10:-5,1:5,1000,814.0,nonlooped_parent,202604
PQR,-10:-5,5:10,1049,703.0,nonlooped_parent,202604
PQR,-10:-5,>25,445,315.0,nonlooped_parent,202604
PQR,-1:-0.5,0:1,505,366.0,nonlooped_parent,202604
PQR,-1:-0.5,10:25,531,143.0,nonlooped_parent,202604
PQR,-1:-0.5,1:5,552,374.0,nonlooped_parent,202604
PQR,-1:-0.5,5:10,425,115.0,nonlooped_parent,202604
PQR,-1:-0.5,>25,172,81.0,nonlooped_parent,202604
PQR,-2:-1,0:1,350,225.0,nonlooped_parent,202604
PQR,-2:-1,10:25,799,420.0,nonlooped_parent,202604
PQR,-2:-1,1:5,466,291.0,nonlooped_parent,202604
PQR,-2:-1,5:10,672,332.0,nonlooped_parent,202604
PQR,-2:-1,>25,312,178.0,nonlooped_parent,202604
PQR,-5:-2,0:1,678,482.0,nonlooped_parent,202604
PQR,-5:-2,10:25,1737,748.0,nonlooped_parent,202604
PQR,-5:-2,1:5,875,602.0,nonlooped_parent,202604
PQR,-5:-2,5:10,1264,647.0,nonlooped_parent,202604
PQR,-5:-2,>25,538,291.0,nonlooped_parent,202604
PQR,0.5:1,0:1,5,2.0,nonlooped_parent,202604
PQR,0.5:1,10:25,948,105.0,nonlooped_parent,202604
PQR,0.5:1,1:5,233,22.0,nonlooped_parent,202604
PQR,0.5:1,5:10,590,77.0,nonlooped_parent,202604
PQR,0.5:1,>25,350,120.0,nonlooped_parent,202604
PQR,0:0.5,0:1,598,257.0,nonlooped_parent,202604
PQR,0:0.5,10:25,752,113.0,nonlooped_parent,202604
PQR,0:0.5,1:5,691,313.0,nonlooped_parent,202604
PQR,0:0.5,5:10,729,124.0,nonlooped_parent,202604
PQR,0:0.5,>25,231,100.0,nonlooped_parent,202604
PQR,1:2,0:1,9,3.0,nonlooped_parent,202604
PQR,1:2,10:25,834,64.0,nonlooped_parent,202604
PQR,1:2,1:5,227,29.0,nonlooped_parent,202604
PQR,1:2,5:10,786,99.0,nonlooped_parent,202604
PQR,1:2,>25,441,101.0,nonlooped_parent,202604
PQR,2:5,0:1,36,5.0,nonlooped_parent,202604
PQR,2:5,10:25,1568,85.0,nonlooped_parent,202604
PQR,2:5,1:5,651,23.0,nonlooped_parent,202604
PQR,2:5,5:10,1547,117.0,nonlooped_parent,202604
PQR,2:5,>25,1306,14.0,nonlooped_parent,202604
PQR,<-10,0:1,483,397.0,nonlooped_parent,202604
PQR,<-10,10:25,954,614.0,nonlooped_parent,202604
PQR,<-10,1:5,481,406.0,nonlooped_parent,202604
PQR,<-10,5:10,347,207.0,nonlooped_parent,202604
PQR,<-10,>25,185,151.0,nonlooped_parent,202604
PQR,>5,0:1,134,2.0,nonlooped_parent,202604
PQR,>5,10:25,6636,49.0,nonlooped_parent,202604
PQR,>5,1:5,2472,2.0,nonlooped_parent,202604
PQR,>5,5:10,4771,20.0,nonlooped_parent,202604
PQR,>5,>25,2712,5.0,nonlooped_parent,202604
PSR,-0.5:0,0:1,17,16.0,nonlooped_parent,202604
PSR,-0.5:0,10:25,4618,2581.0,nonlooped_parent,202604
PSR,-0.5:0,1:5,222,156.0,nonlooped_parent,202604
PSR,-0.5:0,5:10,679,332.0,nonlooped_parent,202604
PSR,-0.5:0,>25,1001,563.0,nonlooped_parent,202604
PSR,-10:-5,0:1,722,342.0,nonlooped_parent,202604
PSR,-10:-5,10:25,19976,10812.0,nonlooped_parent,202604
PSR,-10:-5,1:5,610,464.0,nonlooped_parent,202604
PSR,-10:-5,5:10,1385,781.0,nonlooped_parent,202604
PSR,-10:-5,>25,5799,4740.0,nonlooped_parent,202604
PSR,-1:-0.5,0:1,37,28.0,nonlooped_parent,202604
PSR,-1:-0.5,10:25,5154,3430.0,nonlooped_parent,202604
PSR,-1:-0.5,1:5,237,163.0,nonlooped_parent,202604
PSR,-1:-0.5,5:10,657,329.0,nonlooped_parent,202604
PSR,-1:-0.5,>25,698,509.0,nonlooped_parent,202604
PSR,-2:-1,0:1,163,132.0,nonlooped_parent,202604
PSR,-2:-1,10:25,11254,7335.0,nonlooped_parent,202604
PSR,-2:-1,1:5,653,573.0,nonlooped_parent,202604
PSR,-2:-1,5:10,1775,984.0,nonlooped_parent,202604
PSR,-2:-1,>25,2077,1582.0,nonlooped_parent,202604
PSR,-5:-2,0:1,1326,596.0,nonlooped_parent,202604
PSR,-5:-2,10:25,40464,22467.0,nonlooped_parent,202604
PSR,-5:-2,1:5,1487,1251.0,nonlooped_parent,202604
PSR,-5:-2,5:10,4152,2575.0,nonlooped_parent,202604
PSR,-5:-2,>25,10734,8573.0,nonlooped_parent,202604
PSR,0.5:1,10:25,2643,823.0,nonlooped_parent,202604
PSR,0.5:1,1:5,85,23.0,nonlooped_parent,202604
PSR,0.5:1,5:10,358,87.0,nonlooped_parent,202604
PSR,0.5:1,>25,659,258.0,nonlooped_parent,202604
PSR,0:0.5,0:1,25,21.0,nonlooped_parent,202604
PSR,0:0.5,10:25,3661,1533.0,nonlooped_parent,202604
PSR,0:0.5,1:5,119,76.0,nonlooped_parent,202604
PSR,0:0.5,5:10,508,180.0,nonlooped_parent,202604
PSR,0:0.5,>25,600,385.0,nonlooped_parent,202604
PSR,1:2,0:1,37,31.0,nonlooped_parent,202604
PSR,1:2,10:25,2778,734.0,nonlooped_parent,202604
PSR,1:2,1:5,76,39.0,nonlooped_parent,202604
PSR,1:2,5:10,327,56.0,nonlooped_parent,202604
PSR,1:2,>25,918,201.0,nonlooped_parent,202604
PSR,2:5,0:1,18,0.0,nonlooped_parent,202604
PSR,2:5,10:25,3469,431.0,nonlooped_parent,202604
PSR,2:5,1:5,310,47.0,nonlooped_parent,202604
PSR,2:5,5:10,394,53.0,nonlooped_parent,202604
PSR,2:5,>25,2255,168.0,nonlooped_parent,202604
PSR,<-10,0:1,40,35.0,nonlooped_parent,202604
PSR,<-10,10:25,1327,835.0,nonlooped_parent,202604
PSR,<-10,1:5,56,48.0,nonlooped_parent,202604
PSR,<-10,5:10,72,43.0,nonlooped_parent,202604
PSR,<-10,>25,435,358.0,nonlooped_parent,202604
PSR,>5,0:1,123,0.0,nonlooped_parent,202604
PSR,>5,10:25,5223,29.0,nonlooped_parent,202604
PSR,>5,1:5,1494,16.0,nonlooped_parent,202604
PSR,>5,5:10,1202,22.0,nonlooped_parent,202604
PSR,>5,>25,1716,4.0,nonlooped_parent,202604
