portfolio_type,settlement_date,evaluation_segment,power_mw,energy_mwh,duration_hours,recommended_soc_pct,safe_soc_lower_pct,safe_soc_upper_pct,energy_band_feasible,preparation_action,grid_import_to_recommendation_mwh,grid_export_to_recommendation_mwh,reserve_coverage_pct,downward_reserve_required_mwh,upward_headroom_required_mwh,directional_interval_coverage_pct,before_mwh,fixed_residual_mwh,smart_residual_mwh,fixed_absorbed_pct,smart_absorbed_pct
solar,2025-06-06,development_oof,25.0,150.0,6.0,50.0,33.51534637936728,64.73469020887933,True,hold current SOC,0.0,-0.0,100.0,33.462924536967535,39.94796236484717,64.58333333333334,54.815382104101836,0.0,0.0,100.0,100.0
solar,2025-06-07,development_oof,25.0,150.0,6.0,50.0,31.574325101766608,65.9895198697991,True,hold current SOC,0.0,-0.0,100.0,30.700802836136898,37.96390246282554,62.5,59.079275574266816,0.0,0.0,100.0,100.0
solar,2025-06-08,development_oof,25.0,150.0,6.0,50.0,35.580026159457596,65.43500224618535,True,hold current SOC,0.0,-0.0,100.0,36.40101537175897,38.84067180948725,81.25,38.699516361586106,0.0,0.0,100.0,100.0
solar,2025-06-09,development_oof,25.0,150.0,6.0,50.0,31.93099252314014,67.27635073571545,True,hold current SOC,0.0,-0.0,100.0,31.20834947456062,35.929244212974304,70.83333333333334,33.81196567094465,0.0,0.0,100.0,100.0
solar,2025-06-10,development_oof,25.0,150.0,6.0,50.0,34.10783067651526,65.59024032020537,True,hold current SOC,0.0,-0.0,100.0,34.306044472559776,38.59521886274672,47.91666666666667,87.33420370917696,23.369558207344568,23.369558207344568,73.24123056624501,73.24123056624501
solar,2025-06-11,development_oof,25.0,150.0,6.0,50.0,34.64052626333,64.32549866667354,True,hold current SOC,0.0,-0.0,100.0,35.06408358179431,40.59495100117077,89.58333333333334,32.83419126301051,2.7755575615628914e-17,2.7755575615628914e-17,100.0,100.0
solar,2025-06-12,development_oof,25.0,150.0,6.0,50.0,32.55158443443317,64.93167402024186,True,hold current SOC,0.0,-0.0,100.0,32.091467246284026,39.63650361180388,77.08333333333334,53.50302288221124,0.0,0.0,100.0,100.0
solar,2025-06-13,development_oof,25.0,150.0,6.0,50.0,35.18692226748388,64.70815768825545,True,hold current SOC,0.0,-0.0,100.0,35.8416187266878,39.98991396346558,75.0,50.73215710161571,0.0,0.0,100.0,100.0
solar,2025-06-14,development_oof,25.0,150.0,6.0,50.0,34.69011122230096,63.96789739882642,True,hold current SOC,0.0,-0.0,100.0,35.13464421540972,41.160368251451175,79.16666666666666,54.53551147043197,0.0,0.0,100.0,100.0
solar,2025-06-15,development_oof,25.0,150.0,6.0,50.0,34.044149399943436,64.60859971156871,True,hold current SOC,0.0,-0.0,100.0,34.21542442733643,40.147328946249615,70.83333333333334,67.42827903270899,0.0,0.0,100.0,100.0
solar,2025-06-16,development_oof,25.0,150.0,6.0,50.0,37.38233769220473,64.35143316648161,True,hold current SOC,0.0,-0.0,100.0,38.965749645260516,40.553944956485424,89.58333333333334,45.14700667199257,0.0,0.0,100.0,100.0
solar,2025-06-17,development_oof,25.0,150.0,6.0,50.0,35.92689736733556,64.53423403334533,True,hold current SOC,0.0,-0.0,100.0,36.89462175399163,40.26491140771415,91.66666666666666,31.14795928065258,0.0,0.0,100.0,100.0
solar,2025-06-18,development_oof,25.0,150.0,6.0,50.0,35.68202917792759,64.51089438119996,True,hold current SOC,0.0,-0.0,100.0,36.54616821171881,40.301814638001815,77.08333333333334,57.23276652591087,0.0,0.0,100.0,100.0
solar,2025-06-19,development_oof,25.0,150.0,6.0,50.0,34.3077518607663,64.47012851988603,True,hold current SOC,0.0,-0.0,100.0,34.59053730519793,40.36627112426713,83.33333333333334,33.61196762997044,0.0,0.0,100.0,100.0
solar,2025-06-20,development_oof,25.0,150.0,6.0,50.0,35.68661543111376,63.860123388213104,True,hold current SOC,0.0,-0.0,100.0,36.55269456441633,41.33077392450582,85.41666666666666,27.79602792289496,0.0,0.0,100.0,100.0
solar,2025-06-21,development_oof,25.0,150.0,6.0,50.0,34.96592004967789,64.41036472658459,True,hold current SOC,0.0,-0.0,100.0,35.5271270573908,40.460765978489164,60.416666666666664,128.7159403403362,71.67077341550163,71.67077341550163,44.318649868852425,44.318649868852425
solar,2025-06-22,development_oof,25.0,150.0,6.0,50.0,37.691007604875296,64.2172382789863,True,hold current SOC,0.0,-0.0,100.0,39.40499463140243,40.766125703903036,66.66666666666666,65.72390817674756,0.0,0.0,100.0,100.0
solar,2025-06-23,development_oof,25.0,150.0,6.0,50.0,39.062056731415666,64.43840919241661,True,hold current SOC,0.0,-0.0,100.0,41.35603174213581,40.41642378459318,93.75,21.827203440576966,6.938893903907228e-18,6.938893903907228e-18,100.0,100.0
solar,2025-06-24,development_oof,25.0,150.0,6.0,50.0,28.453509189143308,71.72166721868325,True,hold current SOC,0.0,-0.0,100.0,26.2598039372429,28.90058170974066,50.0,100.5127607208662,22.29090935009902,22.29090935009902,77.82280658671483,77.82280658671483
